obs_id	class	default	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	time	year	testing_set	training_set
271	22788	0	0.169463053	0.3772268	0.500653625	0.262291938	0.394941628	0.080559701	0.068319671	0.056795094	0.041032668	0.48856312	0.371903747	0.623249471	0.533219338	0.588315249	0.597900093	0.546846449	0.473898292	0.473582804	0.022860244	0.524588585	0.597256184	4.15069E-05	0.365181655	0.012927429	1	0	6	2012	0	1
272	22788	0	0.597376049	0.382268488	0.633312285	0.392012417	0.598322988	0.441552937	0.560488641	0.523131013	0.035557214	0.375925869	0.331737429	0.238731906	0.542301238	0.588315249	0.597900093	0.546846449	0.472525626	0.498116583	0.019700857	0.625535727	0.559991896	4.15069E-05	0.438217282	0.008216193	1	0	7	2013	0	1
273	22788	0	0.542723	0.369370729	0.633312285	0.390218377	0.394941628	0.089086205	0.374716163	0.468839765	0.022790548	0.375925869	0.547082722	0.358031839	0.533077776	0.588315249	0.597900093	0.546846449	0.47323373	0.48981896	0.019700727	0.203806207	0.597256184	4.15069E-05	0.362162501	0.007479169	1	0	8	2014	0	1
274	22788	0	0.542723	0.630071104	0.374070495	0.385180265	0.434803933	0.153829783	0.442499012	0.350586563	0.083217643	0.492428094	0.547082722	0.471116841	0.533077776	0.588315249	0.597900093	0.546846449	0.473353684	0.37892732	0.021056207	0.370310724	0.597256184	4.15069E-05	0.390458554	0.008341282	1	0	9	2015	0	1
275	22788	0	0.541914165	0.565944195	0.497484535	0.382974088	0.597677171	0.597447932	0.550377607	0.520445943	0.356223077	0.483408481	0.547082722	0.567682266	0.533077776	0.588315249	0.597900093	0.546846449	0.47313562	0.492239386	0.019871887	0.370557159	0.597256184	4.15069E-05	0.367162108	0.00758806	1	0	10	2016	0	1
276	22789	0	0.542723	0.382708162	0.500172019	0.372256398	0.565550029	0.108919077	0.473606139	0.400121421	0.242551372	0.495641321	0.546018124	0.456602752	0.534924209	0.589089751	0.609681666	0.563449919	0.470017433	0.493591785	0.019700727	0.370310724	0.394400299	4.15069E-05	0.373440504	0.011747694	0.882410109	0	1	2008	0	1
277	22789	0	0.538434207	0.402273804	0.524043918	0.391854942	0.595055819	0.28794232	0.545044124	0.527080894	0.23215051	0.498493671	0.553330123	0.425054699	0.52975452	0.588315249	0.609597147	0.545707345	0.47322613	0.526273489	0.019700727	0.370310724	0.552788794	0.011425958	0.368640572	0.195837036	0.980142415	0	2	2009	0	1
278	22789	0	0.543024778	0.382857651	0.539747596	0.39517802	0.598358572	0.090209	0.5523507	0.527224422	0.117932759	0.833681166	0.625325382	0.709243715	0.507446766	0.588315249	0.504657686	0.458314866	0.486399382	0.500862956	0.02674021	0.370310724	0.597125769	0.006075266	0.365715385	0.017503738	0.997413337	0	3	2010	0	1
279	22789	0	0.540316045	0.382629246	0.817192257	0.390343338	0.596013963	0.106796682	0.549218118	0.523225129	0.095648877	0.461282879	0.547082722	0.41846782	0.533077776	0.592052579	0.608831585	0.554336906	0.460104108	0.499679029	0.019724755	0.385321856	0.58915329	0.006075266	0.36620748	0.01441474	0.994670689	0	4	2011	0	1
280	22789	0	0.391100198	0.383792907	0.49363929	0.319126159	0.430911183	0.103036493	0.427291215	0.403425574	0.06339445	0.397795469	0.371903747	0.623249471	0.533265352	0.588315249	0.598010182	0.556115329	0.47337538	0.499841005	0.019810449	0.401195169	0.598084092	0.006075235	0.3670865	0.013590505	0.998004854	0	5	2012	0	1
281	22789	0	0.263087094	0.426076204	0.471677244	0.371074736	0.326825023	0.107517153	0.447171122	0.427779853	0.042173039	0.446411789	0.547082722	0.508861542	0.533077776	0.588315249	0.598180592	0.556456804	0.473056376	0.46884501	0.019700918	0.50999254	0.597256839	4.15069E-05	0.383454561	0.007479317	0.996143222	0	6	2013	0	1
282	22789	0	0.542723	0.363642007	0.478752464	0.330072373	0.566006839	0.076629452	0.546844661	0.515632749	0.035238631	0.375925869	0.371903747	0.623249471	0.534153223	0.588315249	0.598211765	0.558554351	0.473237753	0.49384433	0.019701183	0.370310724	0.591380179	4.15069E-05	0.305317879	0.010027747	0.999753594	0	7	2014	0	1
283	22789	0	0.542723	0.07944116	0.473286957	0.313502312	0.53918159	0.072299443	0.54434979	0.512129664	0.03252865	0.375925869	0.547082722	0.623249471	0.533077776	0.588315249	0.598107934	0.556001842	0.473229468	0.467348754	0.019700727	0.293811113	0.577776134	4.15069E-05	0.359520406	0.007479202	0.999777973	0	8	2015	0	1
284	22789	0	0.542723	0.370341748	0.378178507	0.378297299	0.394941628	0.05306666	0.543720961	0.515224934	0.021920877	0.043229435	0.503064632	0.857980549	0.584831178	0.588315249	0.605891824	0.748843551	0.473234534	0.501275003	0.019700727	0.304745257	0.597256184	4.15069E-05	0.365181655	0.008922337	0.991652548	0	9	2016	0	1
285	22789	0	0.542723	0.370341748	0.945398092	0.390092105	0.749347746	0.053091604	0.552765429	0.523689807	0.02192818	0.806130111	0.592755199	0.456773311	0.485268325	0.588315249	0.462469727	0.368608087	0.473233759	0.501275003	0.019700727	0.304027617	0.597256184	4.15069E-05	0.365181655	0.00899793	0.989775837	0	10	2017	0	1
286	22895	0	0.586519301	0.630071104	0.502696633	0.404925793	0.624493361	0.541621804	0.637173712	0.658526421	0.317520648	0.493410498	0.552242935	0.45838216	0.530347288	0.588315249	0.597900093	0.546846449	0.500599623	0.639144838	0.353470177	0.370310724	0.44042632	0.000508854	0.371439189	0.31981349	1	0	1	2007	0	1
287	22895	0	0.569008708	0.630071104	0.503383398	0.407210976	0.623090506	0.389606059	0.608234823	0.61332053	0.227843404	0.476247788	0.55036515	0.457244366	0.530347288	0.588315249	0.597900093	0.546846449	0.667084634	0.869702458	0.412675142	0.370310724	0.744634092	0.001521441	0.374069572	0.749791443	1	0	2	2008	0	1
288	22895	0	0.589335918	0.630071104	0.503090918	0.41590023	0.642463744	0.423862159	0.661820352	0.698215127	0.248560324	0.483207256	0.548766851	0.454303801	0.530347288	0.588315249	0.597900093	0.546846449	0.491277814	0.639144838	0.412675142	0.370310724	0.605005324	0.000976202	0.373097241	0.781074345	1	0	3	2009	0	1
289	22895	0	0.585656285	0.630071104	0.772314131	0.389014274	0.639718354	0.441552937	0.993738115	0.620241344	0.995265186	0.466846794	0.578408241	0.424124569	0.530347288	0.588315249	0.597900093	0.546846449	0.294755787	0.590470314	0.412675142	0.370310724	0.503037453	0.000664637	0.367001563	0.414289445	1	0	4	2010	0	1
290	22895	0	0.561276436	0.389998227	0.442921192	0.388428867	0.612237155	0.560629964	0.658173144	0.691253603	0.711182237	0.107176326	0.625325382	0.348278552	0.359353781	0.562563539	0.592030764	0.375666052	0.459265143	0.50082314	0.338864982	0.370310724	0.609470069	0.000218037	0.365545124	0.270826489	0.728499949	0	5	2011	0	1
291	22895	0	0.54531616	0.385639548	0.496251136	0.368889839	0.601010144	0.163474664	0.558359563	0.531225145	0.176346391	0.490864486	0.54125303	0.463652194	0.543056727	0.408087105	0.564804494	0.558950186	0.411909372	0.497671634	0.025990015	0.373808533	0.646252751	0.000782226	0.365498632	0.029544165	0.89997381	0	6	2012	0	1
292	22895	0	0.54679203	0.384832144	0.491315693	0.373713911	0.602250755	0.157242179	0.561745584	0.534916878	0.18728891	0.465848446	0.441487163	0.657672584	0.563108742	0.570415676	0.574402332	0.636208236	0.487896621	0.500379443	0.054279216	0.373625159	0.625199556	0.000711365	0.369199693	0.049763683	0.961752415	0	7	2013	0	1
293	22895	0	0.531724513	0.384095967	0.486525893	0.381565571	0.58644402	0.19797428	0.503019393	0.465654165	0.308998406	0.420390606	0.642686665	0.277050734	0.485469192	0.595990956	0.60706532	0.431869	0.560154498	0.501100123	0.413411856	0.37235558	0.64682889	4.15069E-05	0.369835585	0.287471354	0.918999016	0	8	2014	0	1
294	22895	0	0.547960758	0.38382113	0.378178507	0.388867348	0.603496373	0.235817507	0.582474828	0.550216794	0.303681165	0.751435816	0.13529484	0.426067561	0.71960479	0.580858767	0.575922191	0.626934409	0.458048433	0.500708818	0.471581757	0.374068201	0.595350802	4.15069E-05	0.368221432	0.345299721	0.890816033	0	9	2015	0	1
295	22895	0	0.550182939	0.384046972	0.537264586	0.390847057	0.60579586	0.288695604	0.606385708	0.571433783	0.359799206	0.373239726	0.79262048	0.499410123	0.45062533	0.583804607	0.584104717	0.321194649	0.470742554	0.500940323	0.565629482	0.373571307	0.604740202	4.15069E-05	0.367541879	0.426123858	0.878025353	0	10	2016	0	1
296	22895	0	0.552256227	0.384224445	0.543462038	0.390382558	0.60794574	0.361897945	0.639901996	0.587093234	0.380332977	0.636826396	0.371903747	0.352246285	0.61757952	0.580222666	0.586734474	0.626934409	0.451750428	0.500774384	0.533412874	0.373910427	0.597793996	6.44233E-05	0.366917759	0.484241039	0.810136318	0	11	2017	0	1
297	22909	0	0.55847764	0.385236144	0.519838393	0.467499852	0.606503725	0.131098196	0.561873674	0.537227333	0.075522892	0.504094899	0.550470531	0.47603336	0.530347288	0.588315249	0.597900093	0.546846449	0.762047529	0.5050475	0.119280875	0.397664517	0.531541228	0.007361801	0.385282755	0.123402745	1	0	1	2007	1	0
298	22909	0	0.548972786	0.382950574	0.518992364	0.462675631	0.602856875	0.126469627	0.558704257	0.533989787	0.074045442	0.530065596	0.55388397	0.526085079	0.530347288	0.588315249	0.597900093	0.546846449	0.286033571	0.50235188	0.058748126	0.404111326	0.563741982	0.008256243	0.383359611	0.109679088	1	0	2	2008	1	0
299	22909	0	0.550888419	0.379248649	0.526689827	0.470321059	0.603280664	0.092264012	0.557626724	0.528888106	0.056491688	0.544218063	0.552187502	0.49840343	0.530347288	0.588315249	0.597900093	0.546846449	0.486589611	0.502349913	0.045190591	0.438138753	0.509660184	0.00602014	0.394464165	0.055736333	1	0	3	2009	1	0
300	22909	0	0.569072664	0.378604472	0.532601237	0.493447214	0.612939954	0.118965134	0.577554047	0.53408283	0.052524626	0.591915071	0.553283989	0.56077069	0.488478094	0.575119674	0.594837844	0.529171765	0.49596706	0.501687408	0.05926802	0.474511743	0.540020943	0.003541888	0.372594714	0.063536368	0.914908767	0	4	2010	1	0
301	22909	0	0.555019856	0.378378272	0.532230496	0.531532168	0.604554713	0.114476927	0.560572743	0.527736247	0.049168639	0.54035759	0.54895854	0.486853242	0.515798867	0.56842345	0.594340205	0.543300033	0.482911021	0.503236175	0.047292266	0.494974047	0.560186029	0.001427959	0.372833163	0.053186551	0.9430601	0	5	2011	1	0
302	22909	0	0.552160204	0.378770411	0.565066516	0.459684491	0.603750408	0.11319276	0.560972154	0.528060854	0.053378884	0.542942703	0.549364209	0.463562936	0.515579283	0.564909339	0.59377265	0.54260397	0.388183177	0.502705813	0.035473898	0.466645211	0.592339337	0.001020342	0.365875304	0.028164875	0.941335738	0	6	2012	1	0
303	22909	0	0.550399661	0.378430814	0.555427849	0.47017318	0.60244596	0.089090519	0.555936158	0.52659297	0.05094412	0.557233036	0.548472941	0.475615025	0.510450244	0.561301231	0.580578804	0.529839635	0.534716487	0.502367795	0.035139132	0.461701959	0.578838468	0.001044189	0.371405602	0.026731532	0.964318514	0	7	2013	1	0
304	22909	0	0.554138601	0.37946859	0.53203702	0.529672205	0.60525173	0.115130663	0.562847793	0.52881211	0.055750616	0.524270952	0.548286855	0.471253067	0.521464586	0.56937933	0.590995789	0.541272283	0.370711327	0.503971577	0.02535414	0.452397406	0.597202718	0.006976016	0.372325897	0.036705818	0.945559263	0	8	2014	1	0
305	22909	0	0.550337553	0.381507278	0.536630809	0.494546056	0.603143632	0.118532844	0.557826042	0.528184652	0.057996903	0.522370696	0.549058855	0.463915139	0.517334998	0.558556259	0.574020028	0.531656921	0.636471391	0.504126132	0.051042732	0.434297085	0.63994503	0.00743065	0.36986205	0.064683951	0.94615078	0	9	2015	1	0
306	22909	0	0.548963726	0.382075489	0.539029181	0.486678779	0.602216423	0.134637594	0.557418406	0.527641356	0.057527181	0.537695766	0.551476359	0.475864589	0.50325942	0.555757642	0.535341024	0.499841899	0.35414654	0.503225923	0.032469109	0.440318435	0.603846967	0.007947742	0.37499547	0.108834229	0.911878645	0	10	2016	1	0
307	22909	0	0.547059536	0.3813954	0.564030767	0.452002198	0.600905597	0.108646527	0.554695189	0.52658391	0.056021586	0.538336933	0.55233413	0.454739064	0.511368871	0.541458726	0.53437829	0.515327632	0.479692042	0.503214955	0.029225117	0.43455258	0.570652664	0.006231592	0.376620412	0.04276849	0.954543531	0	11	2017	1	0
308	22941	0	0.588139296	0.405545503	0.520669282	0.477148324	0.61233598	0.096828632	0.557108522	0.530552626	0.05164003	0.51891762	0.571769893	0.457789332	0.529386759	0.588315249	0.597900093	0.546846449	0.534670711	0.51909852	0.025504096	0.379954457	0.589116156	0.002942218	0.466139644	0.099822834	1	0	1	2007	0	1
309	22941	0	0.555672228	0.406084359	0.535070777	0.466173887	0.606234014	0.104333513	0.555505872	0.528825164	0.05577331	0.519471884	0.58113122	0.458096892	0.52821058	0.588315249	0.597900093	0.546846449	0.405854762	0.516102493	0.020346118	0.382439971	0.585567296	0.002797183	0.441868514	0.120245732	1	0	2	2008	0	1
310	22941	0	0.56546098	0.417703122	0.531535924	0.50344187	0.608876526	0.095336065	0.55551225	0.528412998	0.047372107	0.52337867	0.556454539	0.459947974	0.525378108	0.565985262	0.595822096	0.544737697	0.723124743	0.52634269	0.032878771	0.391439796	0.596360385	0.00091172	0.365181655	0.015860379	0.992335439	0	3	2009	0	1
311	22941	0	0.589683414	0.373157978	0.575229347	0.651723743	0.603826642	0.076169752	0.553875983	0.524691403	0.037476409	0.590166509	0.547082722	0.458086252	0.528799176	0.580096126	0.597072065	0.545991302	0.497274309	0.503706574	0.022746017	0.864998281	0.599554896	0.000616037	0.365181655	0.009415994	1	0	4	2010	0	1
312	22941	0	0.592409194	0.37385872	0.608614385	0.717711449	0.605031014	0.084600031	0.554753363	0.525051653	0.037769768	0.5759812	0.547082722	0.457881898	0.5291031	0.581588209	0.59728992	0.546193421	0.35886392	0.504568577	0.021766845	0.896767378	0.59501791	0.001175484	0.365181655	0.008793244	1	0	5	2011	0	1
313	22941	0	0.583139777	0.373577625	0.633312285	0.701574206	0.603485465	0.078508899	0.553820133	0.524600565	0.037638728	0.602645755	0.547082722	0.457616746	0.52867204	0.58002311	0.596876264	0.545722902	0.433166146	0.503557086	0.020731356	0.838426113	0.595235825	0.021728825	0.365181655	0.008134678	1	0	6	2012	0	1
314	22941	0	0.595523298	0.372293234	0.610882819	0.883795083	0.604443312	0.075682774	0.555189192	0.524832308	0.037386157	0.586634219	0.547082722	0.457657963	0.529000342	0.58161515	0.59717834	0.546065807	0.553368926	0.50301683	0.021652823	0.625535727	0.595229745	0.034060828	0.365181655	0.008720728	1	0	7	2013	0	1
315	22941	0	0.597874165	0.371892303	0.625534654	1	0.603608191	0.072353058	0.554588795	0.524559021	0.037014373	0.60104239	0.547082722	0.457866639	0.529105544	0.581794262	0.597074807	0.545957804	1	0.502664268	0.024268853	0.625535727	0.596915364	0.033493843	0.365181655	0.01038451	1	0	8	2014	0	1
316	22941	0	0.596807301	0.371942848	0.638148785	0.589065075	0.603773356	0.069501065	0.554372788	0.524600089	0.03709263	0.598378599	0.547082722	0.457371444	0.52930665	0.58297652	0.597121477	0.546013475	0.362352818	0.502707899	0.020704018	0.625535727	0.597593129	0.02754046	0.365181655	0.008117291	1	0	9	2015	0	1
317	22941	0	0.575174511	0.372615397	0.683673084	0.837555707	0.603325427	0.080047198	0.555742204	0.524562359	0.037955139	0.601943672	0.547082722	0.457734019	0.529036999	0.581687748	0.5968225	0.545684397	0.450447023	0.50249213	0.021888312	0.625535727	0.597266495	0.019886112	0.365181655	0.008870497	1	0	10	2016	0	1
318	22942	0	0.542723	0.630071104	0.499803037	0.377193481	0.590224206	0.441552937	0.500547051	0.445645362	0.605704188	0.534361243	0.547082722	0.447951704	0.533077776	0.588315249	0.597900093	0.546846449	0.82795465	0.37892732	0.412675142	0.370397627	0.596481621	4.15069E-05	0.368103385	0.414289445	1	0	1	2007	0	1
319	22942	0	0.479984492	0.96554625	0.50017792	0.30821532	0.528598011	0.252464443	0.459280253	0.388742983	0.137205049	0.496844143	0.547082722	0.474646837	0.533077776	0.588315249	0.597900093	0.546846449	0.170082867	0.37892732	0.090408437	0.371528149	0.599676251	0.000358265	0.373116165	0.087930195	1	0	2	2008	0	1
320	22942	0	0.499040783	0.522023559	0.499226034	0.348276258	0.546979845	0.441552937	0.194120333	0.003127138	0.642359257	0.498837143	0.545069873	0.447571993	0.531486869	0.588315249	0.597900093	0.546846449	0.484518111	0.312470496	0.639000773	0.370428711	0.583374441	0.000199886	0.367845178	0.406014532	1	0	3	2009	0	1
321	22942	0	0.536523819	0.630071104	0.499810308	0.376014501	0.59149456	0.441552937	0.443870068	0.472348303	0.691439509	0.498809367	0.546180308	0.45115751	0.532865822	0.588315249	0.597900093	0.546846449	0.434887707	0.37892732	0.554244757	0.372165382	0.577570617	5.41772E-05	0.365348756	0.352250218	1	0	4	2010	0	1
322	22942	0	0.512252808	0.630071104	0.499769688	0.38154459	0.565618873	0.441552937	0.374716163	0.353425741	0.420501113	0.501705051	0.54688251	0.442857415	0.53249079	0.588315249	0.597900093	0.546846449	0.48601231	0.241400302	0.412675142	0.370316714	0.56476289	4.15069E-05	0.365357459	0.414289445	1	0	5	2011	0	1
323	22942	1	0.525399447	0.630071104	0.500350177	0.38012892	0.584989727	0.441552937	0	0.003963938	0.420501113	0.568041444	0.547112644	0.473530501	0.534267008	0.588315249	0.597900093	0.546846449	0.684889853	0.362564772	0.412675142	0.370687693	0.507234335	4.15069E-05	0.365230054	0.414289445	1	0	6	2012	0	1
324	22951	1	0.542723	0.386181623	0.500360847	0.368814528	0.547792673	0.441552937	0.374716163	0.102344088	0.508527994	0.501087964	0.547082722	0.452932894	0.533077776	0.588315249	0.597900093	0.546846449	0.105811164	0.495372862	0.412675142	0.374732703	0.492628783	4.15069E-05	0.365271419	0.414289445	1	0	1	2008	0	1
325	22986	0	0.542723	0.380799919	0.503691733	0.451862276	0.643892646	0.082052015	0.592167914	0.574149847	0.072638616	0.501451552	0.549983978	0.466125369	0.527382493	0.580981016	0.596153259	0.54476279	0.472757846	0.513757408	0.020417191	0.391994208	0.59711355	0.168949187	0.365378887	0.071752839	0.954092324	0	1	2010	1	0
326	22986	0	0.593848109	0.380276322	0.506826162	0.460531235	0.63139087	0.087366797	0.583436608	0.553849161	0.063962817	0.502763569	0.551520526	0.462138712	0.527674913	0.581886709	0.595619381	0.544689536	0.473983854	0.51301235	0.020910732	0.409861237	0.592810452	0.158877075	0.369113624	0.072618559	0.959187031	0	2	2011	1	0
327	22986	0	0.542723	0.370341748	0.505916536	0.511774838	0.600857258	0.086826973	0.553389132	0.527257204	0.053580426	0.497255623	0.543442726	0.248021126	0.547627091	0.571552455	0.592597485	0.552966356	0.48736316	0.501275003	0.026159421	0.379344404	0.587223649	0.001694431	0.376753956	0.044874445	0.958493412	0	3	2012	1	0
328	22986	0	0.542723	0.370341748	0.501332343	0.495402306	0.600857258	0.086826973	0.553389132	0.527257204	0.053580426	0.497255623	0.547082722	0.335915923	0.541035295	0.530755222	0.5473575	0.554749489	0.477016449	0.501275003	0.026159421	0.379344404	0.587223649	0.001694431	0.376753956	0.044874445	0.958493412	0	4	2013	1	0
329	22986	0	0.542723	0.376954317	0.508187175	0.530524135	0.599476159	0.063725136	0.55333519	0.542177618	0.05198466	0.471815944	0.545985162	0.333467543	0.544491708	0.428566754	0.510990679	0.557809115	0.395146608	0.497741312	0.021488614	0.455467105	0.521568239	0.683597028	0.366635144	0.023567397	0.937065065	0	6	2015	1	0
330	22986	0	0.543507993	0.377137005	0.510857523	0.57978332	0.598625958	0.055393931	0.552308559	0.552572012	0.054452904	0.482862085	0.54588002	0.345413715	0.541592062	-0.027285175	0.339348704	0.554076314	0.469363272	0.495940834	0.019700727	0.379907399	0.521872282	0.667511761	0.365181655	0.014066965	0.964686632	0	7	2016	1	0
331	22986	1	0.531524599	0.377207995	0.510821402	0.564379633	0.591013193	0.056401223	0.549301267	0.550713599	0.05416156	0.484256536	0.545610428	0.356280208	0.539705217	0.62580204	0.61033392	0.551380813	0.47803095	0.495280832	0.019700727	0.382639825	0.527644455	0.610823929	0.365181655	0.015974656	0.966665864	0	8	2017	1	0
332	23008	0	0.559557259	0.422181368	0.507735372	0.402809918	0.608162642	0.384268463	0.579351783	0.562717974	0.194018021	0.422546327	0.555183411	0.478359461	0.514301121	0.588315249	0.597900093	0.546846449	0.851013959	0.507499993	1.099989057	0.374595314	0.593863487	0.058093064	0.372613996	0.776474595	1	0	1	2007	1	0
333	23008	0	0.509431303	0.410709232	0.497997046	0.349432945	0.563809633	0.267804146	0.487864822	0.46472767	0.140364245	0.503175199	0.543942094	0.454957515	0.53459537	0.588315249	0.597900093	0.546846449	0.26613608	0.470752895	0.429819346	0.376798809	0.584149361	0.055933353	0.375977457	0.301901281	1	0	2	2008	1	0
334	23008	0	0.529090703	0.405518055	0.490174621	0.37686792	0.584500134	0.305899859	0.520378292	0.506584406	0.157792896	0.513820469	0.542982101	0.449430049	0.536843181	0.588315249	0.597900093	0.546846449	0.456041217	0.490500927	0.552834392	0.37684089	0.601606607	0.053073969	0.36744988	0.364652872	1	0	3	2009	1	0
335	23008	0	0.556623876	0.395082414	0.50753057	0.408150703	0.61128819	0.277057558	0.5848912	0.571609914	0.166848958	0.483765602	0.549770176	0.483943373	0.498215079	0.577379167	0.578982532	0.51263094	0.408979505	0.505469084	0.380380571	0.376431942	0.551849842	0.049339902	0.366870523	0.260736197	0.731492937	0	4	2010	1	0
336	23008	0	0.556198537	0.397461236	0.505340934	0.415488362	0.61120975	0.375289857	0.596919656	0.589502156	0.211530939	0.492068619	0.549895108	0.469373882	0.507332444	0.575767279	0.578987539	0.527421951	0.443034232	0.509559751	0.370209366	0.375269353	0.600095987	0.045372736	0.367071211	0.341404229	0.537025929	0	5	2011	1	0
337	23008	0	0.556138277	0.37705034	0.540910184	0.408845842	0.604632795	0.062593252	0.553993762	0.527043283	0.04737109	0.561242819	0.55167383	0.467971176	0.509540737	0.577400029	0.58073616	0.522747397	0.424448878	0.50236541	0.026460946	0.37587896	0.54930985	0.041401472	0.367113799	0.012414132	0.98718214	0	6	2012	1	0
338	23008	0	0.557639539	0.37826556	0.55462718	0.410329461	0.607951284	0.233791009	0.656877279	0.531000555	0.059088428	0.532317758	0.548385918	0.468785644	0.51152426	0.582087159	0.583909929	0.524781346	0.429536283	0.502625465	0.04257524	0.460241139	0.604283452	0.038278312	0.365711331	0.060860477	0.423427463	0	7	2013	1	0
339	23008	0	0.486609936	0.374508381	0.648390055	0.398939222	0.575290263	0.063817434	0.537571609	0.516822219	0.042287916	0.753222168	0.550833941	0.480532914	0.496873617	0.589975357	0.598717094	0.53490597	0.470347941	0.501248598	0.01983542	0.580652595	0.526777625	0.000234567	0.378240168	0.007858219	0.984635949	0	8	2014	1	0
340	23008	0	0.548797131	0.374742985	0.617261291	0.406271339	0.600509644	0.066771753	0.55535841	0.526106596	0.043512978	0.367276311	0.545120001	0.365417004	0.538953185	0.566431403	0.593401134	0.550518334	0.472762555	0.499961108	0.019715639	0.597639203	0.646942914	0.000171983	0.36673367	0.007885276	0.984243631	0	9	2015	1	0
341	23008	0	0.5480479	0.374778271	1.05380404	0.392419756	0.600159168	0.137145236	0.562983573	0.525684416	0.043146636	0.344659656	0.545041204	0.409888685	0.540813744	0.563744724	0.589111328	0.554193914	0.505616069	0.500072718	0.09613689	0.646247149	0.593117595	0.00010939	0.367084533	0.058849867	0.93726778	0	10	2016	1	0
342	23008	0	0.60162741	0.376795977	-0.058791861	0.385538667	0.623580992	0.06531284	0.56214726	0.536309242	0.046996132	0.35405907	0.545835257	0.436514854	0.548998058	0.5861727	0.597251356	0.554168224	0.447452724	0.500027537	0.02081584	0.427832663	0.629213512	4.67967E-05	0.366180033	0.008341483	0.992357075	0	11	2017	1	0
343	23062	0	0.591269791	1.208926916	0.506155193	0.411329925	0.622906268	0.333328843	0.598358691	0.599393308	0.192826241	0.472940803	0.559051752	0.458550245	0.526886284	0.588315249	0.597900093	0.546846449	0.80734843	0.872524619	0.836997747	0.370310724	0.596601784	0.010223004	0.376241952	0.660012126	1	0	1	2007	1	0
344	23062	0	0.541289985	0.425340682	0.479881316	0.381933093	0.596868694	0.162151262	0.551022828	0.524175167	0.097484373	0.522298813	0.526734352	0.44911781	0.555715263	0.588315249	0.597900093	0.546846449	0.356138259	0.490379781	0.240085214	0.371826708	0.546029151	0.008526088	0.392321706	0.241318286	1	0	2	2008	1	0
345	23062	0	0.522823989	0.425516397	0.487071723	0.369547486	0.581906498	0.123967037	0.543193281	0.512168348	0.071361221	0.503731191	0.537400663	0.451926827	0.540766954	0.588315249	0.597900093	0.546846449	0.477276504	0.472150207	0.157873213	0.371214896	0.593138456	0.008670326	0.378253788	0.155180633	1	0	3	2009	1	0
346	23062	0	0.532955706	0.379867375	0.468249589	0.352537662	0.593625903	0.296079189	0.492261171	0.518877208	0.077048443	0.467571855	0.476529598	0.460162461	0.53383708	0.588315249	0.597900093	0.546846449	0.521367729	0.49976477	0.614290834	0.420977652	0.584947467	0.00153649	0.365858942	0.428771526	1	0	4	2010	1	0
347	23062	0	0.54731828	0.379335105	0.446602315	0.33924365	0.601196408	0.149089783	0.571113765	0.525808752	0.071618773	0.455846578	0.522408426	0.457258523	0.533385038	0.588315249	0.597900093	0.546846449	0.392960101	0.499776453	0.152965561	0.426017851	0.583225846	4.15069E-05	0.36601454	0.102122642	1	0	5	2011	1	0
348	23062	0	0.541831911	0.380120039	0.425794333	0.345649451	0.597495914	0.080377862	0.550499439	0.52241832	0.09531679	0.446296841	0.538061738	0.456689537	0.534712076	0.588315249	0.597900093	0.546846449	0.285551667	0.500160396	0.020253029	0.395453125	0.598760903	0.00894353	0.365668982	0.013177251	1	0	6	2012	1	0
349	23062	0	0.542665303	0.380783081	0.452452987	0.337301821	0.598078847	0.076370873	0.552001476	0.523302913	0.121892855	0.472232789	0.529271483	0.456231028	0.534086883	0.588315249	0.597900093	0.546846449	0.470726132	0.499844074	0.019733761	0.381920368	0.599845409	0.022937123	0.366803318	0.016751528	1	0	7	2013	1	0
350	23062	0	0.401824832	0.378445119	0.412002713	0.339897305	0.489872575	0.104347184	0.469950914	0.480666429	0.044708535	0.417498261	0.544238746	0.452985168	0.536311686	0.588315249	0.597900093	0.546846449	0.707261205	0.498817414	0.040985655	0.530625701	0.391245008	0.028713539	0.38884607	0.04006156	1	0	8	2014	1	0
351	23062	0	0.466777444	0.37847653	2.861821175	0.395277321	0.576421738	0.076440498	0.544182539	0.514468014	0.045280524	0.263433904	0.542502582	0.417888522	0.54593581	0.588315249	0.597900093	0.546846449	4.220998764	0.500382841	0.070057459	0.437060803	0.510487318	0.039262682	0.368206143	0.042511437	1	0	9	2015	1	0
352	23062	1	0.516513228	0.378841907	0.298778683	0.29278338	0.583752513	0.057182189	0.543918431	0.514264882	0.058066223	2.287965536	0.583175004	-0.108509377	0.444965601	0.588315249	0.597900093	0.546846449	-3.435564756	0.500823021	0.021083614	0.400020838	0.5764938	4.15069E-05	0.367376864	0.009232325	1	0	10	2016	1	0
353	23219	0	0.542723	0.400401324	0.49763602	0.347881287	0.552347541	0.114808038	0.526533663	0.487597197	0.070943616	0.493836641	0.544910848	0.459012777	0.534237683	0.588315249	0.597900093	0.546846449	0.514718711	0.470886499	0.052906886	0.372705102	0.526775062	0.009544238	0.40976584	0.121728137	1	0	1	2007	0	1
