tier,fico,approve date,term,amount,car type,competition apr,accept,apr,prime,partner bin
4,648,9/15/2003,60,6499,U,4.79,1,7.99,1.12,3
1,741,9/15/2003,60,21350.9,U,4.79,1,4.79,1.12,1
1,738,9/15/2003,60,11658.94,U,4.79,1,4.79,1.12,3
3,672,9/15/2003,60,16594,U,4.79,1,5.69,1.12,1
3,690,9/16/2003,60,22416.27,U,4.79,1,5.69,1.12,1
2,704,9/15/2003,60,25200,U,4.79,1,4.99,1.12,1
4,640,9/15/2003,60,6271,U,4.79,1,7.99,1.12,3
3,677,9/15/2003,60,19150,U,4.79,1,5.69,1.12,1
3,685,9/15/2003,60,18000,U,4.79,1,5.69,1.12,3
4,647,9/15/2003,60,10302.5,U,4.79,1,7.99,1.12,3
3,778,9/16/2003,60,14439.65,U,4.79,1,4.45,1.12,3
1,767,9/16/2003,60,13821.85,U,4.79,1,4.79,1.12,1
4,653,9/16/2003,60,9900,U,4.79,1,7.99,1.12,1
2,729,9/16/2003,60,26000,U,4.79,1,4.99,1.12,3
2,703,9/16/2003,60,14000,U,4.79,1,4.99,1.12,1
1,771,9/16/2003,60,32390.62,U,4.79,1,4.79,1.12,2
1,746,9/16/2003,60,27204.15,U,4.79,1,4.79,1.12,2
2,709,9/16/2003,60,10001.08,U,4.79,1,4.99,1.12,3
3,681,9/16/2003,60,20199.5,U,4.79,1,5.69,1.12,2
4,647,9/16/2003,60,9535.22,U,4.79,1,7.99,1.12,3
1,772,9/16/2003,60,17860.48,U,4.79,1,4.79,1.12,1
2,714,9/16/2003,60,14418.85,U,4.79,1,4.99,1.12,1
3,675,9/16/2003,60,15584.75,U,4.79,1,5.69,1.12,3
1,742,9/16/2003,60,29079.77,U,4.79,1,4.79,1.12,2
2,711,9/16/2003,60,26165.79,U,4.79,1,4.99,1.12,1
1,751,9/16/2003,60,28849.36,U,4.79,1,4.79,1.12,2
2,720,9/17/2003,60,10995,U,4.79,1,4.99,1.12,3
4,643,9/17/2003,60,21097.09,U,4.79,1,7.99,1.12,3
1,744,9/17/2003,60,17012.46,U,4.79,1,4.79,1.12,3
3,677,9/19/2003,60,7673,U,4.79,1,5.69,1.12,3
4,665,9/17/2003,60,7699.54,U,4.79,1,7.99,1.12,1
2,707,9/17/2003,60,21500,U,4.79,1,4.99,1.12,1
1,751,9/17/2003,60,21093,U,4.79,1,4.79,1.12,1
3,676,9/17/2003,60,22672.4,U,4.79,1,5.69,1.12,2
1,747,9/17/2003,60,8500,U,4.79,1,4.79,1.12,3
4,645,9/18/2003,60,26150.3,U,4.79,1,7.99,1.12,3
1,752,9/18/2003,60,23518.94,U,4.79,1,4.79,1.12,2
1,732,9/18/2003,60,19401,U,4.79,1,4.65,1.12,3
2,719,9/19/2003,60,20628.5,U,4.79,1,4.99,1.12,1
1,746,9/19/2003,60,15500,U,4.79,1,4.79,1.12,3
4,658,9/19/2003,60,16395.58,U,4.79,1,7.99,1.12,1
1,751,9/19/2003,60,53985.44,U,4.79,1,4.79,1.12,3
2,709,9/19/2003,60,15500,U,4.79,1,4.99,1.12,1
3,672,9/19/2003,60,9771.45,U,4.79,1,5.69,1.12,1
1,758,9/19/2003,60,8000,U,4.79,1,4.59,1.12,1
2,707,9/19/2003,60,9650,U,4.79,1,4.99,1.12,3
3,692,9/19/2003,60,16160.91,U,4.79,1,5.69,1.12,1
2,727,9/19/2003,60,21000,U,4.79,1,4.99,1.12,2
1,732,9/20/2003,60,33308.5,U,4.79,1,4.79,1.12,1
3,697,9/20/2003,60,13576.88,U,4.79,1,5.69,1.12,1
4,653,9/20/2003,60,27278,U,4.79,1,7.99,1.12,1
1,768,9/20/2003,60,14208.79,U,4.79,1,4.79,1.12,1
2,709,9/21/2003,60,21639.79,U,4.79,1,4.99,1.12,1
1,761,9/21/2003,60,16509.01,U,4.79,1,4.79,1.12,3
2,715,9/21/2003,60,10376.57,U,4.79,1,4.99,1.12,1
2,701,9/21/2003,60,11707.25,U,4.79,1,4.99,1.12,1
1,792,9/21/2003,60,10085.59,U,4.79,1,4.79,1.12,3
3,683,9/21/2003,60,13002.25,U,4.79,1,5.69,1.12,1
3,685,9/22/2003,60,13221.8,U,4.79,1,5.69,1.12,1
1,742,9/21/2003,60,27741.64,U,4.79,1,4.79,1.12,1
1,792,9/22/2003,60,13041,U,4.79,1,4.79,1.12,3
2,702,9/22/2003,60,13664.36,U,4.79,1,4.99,1.12,3
3,692,9/22/2003,60,14718.77,U,4.79,1,5.69,1.12,3
1,731,9/22/2003,60,18929.72,U,4.79,1,4.79,1.12,3
2,722,9/22/2003,60,21000,U,4.79,1,4.99,1.12,1
3,683,9/22/2003,60,31992.81,U,4.79,1,5.69,1.12,1
3,685,9/22/2003,60,27930.44,U,4.79,1,5.69,1.12,1
2,727,9/22/2003,60,8418.7,U,4.79,1,4.99,1.12,1
2,729,9/22/2003,60,13867.15,U,4.79,1,4.99,1.12,3
1,745,9/22/2003,60,13500,U,4.79,1,4.79,1.12,1
3,670,9/22/2003,60,20097,U,4.79,1,5.69,1.12,1
1,758,9/22/2003,60,11777.5,U,4.79,1,4.79,1.12,1
2,709,9/22/2003,60,9951.56,U,4.79,1,4.99,1.12,1
2,702,9/22/2003,60,17674.85,U,4.79,1,4.99,1.12,1
3,690,9/22/2003,60,27000,U,4.79,1,5.69,1.12,2
1,766,9/22/2003,60,21567,U,4.79,1,4.81,1.12,3
3,674,9/22/2003,60,20949.9,U,4.79,1,5.69,1.12,1
2,721,9/22/2003,60,26980,U,4.79,1,4.59,1.12,2
1,764,9/22/2003,60,10000,U,4.79,1,4.79,1.12,3
1,752,9/22/2003,60,25136.93,U,4.79,1,4.79,1.12,2
2,708,9/22/2003,60,13108.49,U,4.79,1,4.99,1.12,3
4,648,9/22/2003,60,15690,U,4.79,1,7.99,1.12,3
1,752,9/23/2003,60,16119.85,U,4.79,1,4.79,1.12,1
3,670,9/23/2003,60,11512.5,U,4.79,1,5.69,1.12,3
3,676,9/23/2003,60,19163.5,U,4.79,1,5.69,1.12,1
1,739,9/23/2003,60,12880.68,U,4.79,1,4.79,1.12,1
2,714,9/23/2003,60,13664.84,U,4.79,1,4.99,1.12,3
2,705,9/23/2003,60,35000,U,4.79,1,4.99,1.12,2
1,790,9/23/2003,60,20600.84,U,4.79,1,4.79,1.12,1
3,697,9/23/2003,60,12000,U,4.79,1,5.69,1.12,1
2,715,9/23/2003,60,16071.1,U,4.79,1,4.99,1.12,3
1,745,9/23/2003,60,15998.94,U,4.79,1,4.79,1.12,3
1,783,9/23/2003,60,26945.23,U,4.79,1,4.79,1.12,3
2,701,9/24/2003,60,8337.19,U,4.79,1,4.99,1.12,3
1,745,9/24/2003,60,20565.32,U,4.79,1,4.79,1.12,2
3,678,9/24/2003,60,25371.47,U,4.79,1,5.69,1.12,3
1,744,9/24/2003,60,18000,U,4.79,1,4.79,1.12,1
4,657,9/24/2003,60,15405,U,4.79,1,7.99,1.12,1
1,754,9/24/2003,60,10633.75,U,4.79,1,4.79,1.12,3
1,736,9/24/2003,60,16936.92,U,4.79,1,4.59,1.12,1
2,720,9/24/2003,60,26000,U,4.79,1,4.99,1.12,1
1,827,9/24/2003,60,18441.52,U,4.79,1,4.79,1.12,3
1,773,9/24/2003,60,11932.67,U,4.79,1,4.79,1.12,3
1,783,9/25/2003,60,29000,U,4.79,1,4.79,1.12,1
1,767,9/25/2003,60,9500,U,4.79,1,4.79,1.12,1
4,660,9/25/2003,60,17165.81,U,4.79,1,7.99,1.12,1
1,783,9/25/2003,60,21918.94,U,4.79,1,4.59,1.12,2
1,735,9/26/2003,60,45000,U,4.59,1,4.45,1.12,1
2,717,9/25/2003,60,21119.85,U,4.79,1,4.99,1.12,1
1,758,9/25/2003,60,17000,U,4.79,1,4.79,1.12,1
1,765,9/25/2003,60,17843.64,U,4.79,1,4.79,1.12,2
1,747,9/25/2003,60,19500,U,4.79,1,4.79,1.12,3
1,658,9/26/2003,60,12326.57,U,4.59,1,4.79,1.12,1
2,719,9/26/2003,60,25000,U,4.59,1,4.99,1.12,2
1,733,9/26/2003,60,13571,U,4.59,1,4.79,1.12,1
3,725,9/26/2003,60,24067.56,U,4.59,1,5.09,1.12,3
1,773,9/26/2003,60,10693.16,U,4.59,1,4.79,1.12,1
1,754,9/26/2003,60,20341.28,U,4.59,1,4.59,1.12,1
1,753,9/26/2003,60,29000.35,U,4.59,1,4.79,1.12,3
1,782,9/26/2003,60,18479.5,U,4.59,1,4.79,1.12,3
1,732,9/26/2003,60,15000,U,4.59,1,4.79,1.12,1
2,704,9/26/2003,60,9700,U,4.59,1,4.99,1.12,3
3,691,9/27/2003,60,15749.6,U,4.59,1,5.69,1.12,1
1,786,9/27/2003,60,6100,U,4.59,1,4.59,1.12,3
1,771,9/27/2003,60,20751.95,U,4.59,1,4.59,1.12,1
2,716,9/27/2003,60,16000,U,4.59,1,4.99,1.12,3
1,738,9/27/2003,60,23959.29,U,4.59,1,4.59,1.12,2
3,698,9/27/2003,60,44406.55,U,4.59,1,5.69,1.12,1
3,759,9/28/2003,60,9757.84,U,4.59,1,4.94,1.12,1
1,746,9/27/2003,60,26000,U,4.59,1,4.59,1.12,2
3,696,9/27/2003,60,19337.83,U,4.59,1,5.69,1.12,3
1,753,9/28/2003,60,24443.39,U,4.59,1,4.59,1.12,3
3,714,9/28/2003,60,10000,U,4.59,1,5.09,1.12,1
3,675,9/28/2003,60,7800.77,U,4.59,1,5.69,1.12,1
1,738,9/28/2003,60,13261.96,U,4.59,1,4.55,1.12,1
1,739,9/28/2003,60,17458.85,U,4.59,1,4.59,1.12,1
3,692,9/28/2003,60,21042.72,U,4.59,1,5.69,1.12,1
2,707,9/28/2003,60,8000,U,4.59,1,4.99,1.12,3
2,722,9/29/2003,60,18277.2,U,4.59,1,4.99,1.12,1
1,730,9/29/2003,60,17300.3,U,4.59,1,4.59,1.12,3
4,646,9/29/2003,60,19468.84,U,4.59,1,7.99,1.12,1
1,731,9/29/2003,60,20020,U,4.59,1,4.59,1.12,3
1,769,9/29/2003,60,18378.75,U,4.59,1,4.59,1.12,1
3,698,9/29/2003,60,15882.5,U,4.59,1,5.69,1.12,1
2,719,9/29/2003,60,16422.01,U,4.59,1,4.99,1.12,3
3,695,9/30/2003,60,15181.4,U,4.59,1,5.69,1.12,3
3,676,10/1/2003,60,13139.1,U,4.59,1,5.69,1.12,3
1,752,9/29/2003,60,18936.95,U,4.59,1,4.59,1.12,1
2,707,9/29/2003,60,30457.94,U,4.59,1,4.99,1.12,3
3,680,9/29/2003,60,29021.41,U,4.59,1,5.69,1.12,1
3,675,9/30/2003,60,28883,U,4.59,1,5.69,1.12,3
4,650,9/30/2003,60,8268.91,U,4.59,1,7.99,1.12,3
4,641,9/30/2003,60,13200,U,4.59,1,7.99,1.12,1
1,752,9/30/2003,60,14503.16,U,4.59,1,4.59,1.12,1
4,662,9/30/2003,60,8500,U,4.59,1,7.99,1.12,1
3,670,9/30/2003,60,24410.1,U,4.59,1,5.69,1.12,3
2,708,9/30/2003,60,23534.77,U,4.59,1,4.99,1.12,3
1,741,9/30/2003,60,19634.29,U,4.59,1,4.59,1.12,1
2,717,9/30/2003,60,34999.48,U,4.59,1,4.99,1.12,1
3,690,9/30/2003,60,22896.14,U,4.59,1,5.69,1.12,3
3,685,9/30/2003,60,15521.23,U,4.59,1,5.69,1.12,3
3,670,9/30/2003,60,12378.13,U,4.59,1,5.69,1.12,1
3,698,9/30/2003,60,15538.59,U,4.59,1,5.69,1.12,1
1,739,9/30/2003,60,20751.56,U,4.59,1,4.59,1.12,2
1,782,9/30/2003,60,14343.87,U,4.59,1,4.59,1.12,1
1,769,9/30/2003,60,14270.58,U,4.59,1,4.59,1.12,1
2,723,9/30/2003,60,21137.08,U,4.59,1,4.99,1.12,1
2,722,10/1/2003,60,16333.5,U,4.59,1,4.99,1.12,1
1,750,10/1/2003,60,8500,U,4.59,1,4.59,1.12,1
1,774,10/2/2003,60,33944.23,U,4.59,1,4.59,1.12,1
1,760,10/1/2003,60,7887,U,4.59,1,4.55,1.12,3
1,786,10/1/2003,60,21631.49,U,4.59,1,4.59,1.12,1
3,670,10/1/2003,60,16637.38,U,4.59,1,5.69,1.12,1
3,697,10/2/2003,60,11940.67,U,4.59,1,5.69,1.12,1
3,678,10/2/2003,60,9137.93,U,4.59,1,5.69,1.12,1
1,766,10/2/2003,60,18250,U,4.59,1,4.59,1.12,3
3,696,10/2/2003,60,15541.53,U,4.59,1,5.69,1.12,1
4,655,10/2/2003,60,12868,U,4.59,1,7.99,1.12,3
3,672,10/2/2003,60,12000,U,4.59,1,5.69,1.12,3
1,783,10/2/2003,60,14697.73,U,4.59,1,4.59,1.12,3
3,689,10/3/2003,60,12561.77,U,4.55,1,5.69,1.12,1
1,745,10/3/2003,60,13435.2,U,4.55,1,4.59,1.12,1
1,660,10/3/2003,60,23727.25,U,4.55,1,4.59,1.12,3
2,715,10/3/2003,60,8113.25,U,4.55,1,4.99,1.12,3
1,731,10/3/2003,60,15000,U,4.55,1,4.59,1.12,3
2,706,10/3/2003,60,11284.76,U,4.55,1,4.99,1.12,1
3,683,10/8/2003,60,10219.39,U,4.55,1,5.69,1.12,1
3,688,10/3/2003,60,15541.81,U,4.55,1,5.69,1.12,3
2,710,10/4/2003,60,17133.11,U,4.55,1,4.99,1.12,1
2,715,10/4/2003,60,24000,U,4.55,1,4.99,1.12,1
4,659,10/4/2003,60,17747.36,U,4.55,1,7.99,1.12,3
4,659,10/4/2003,60,12232.25,U,4.55,1,7.99,1.12,3
3,673,10/4/2003,60,24900,U,4.55,1,5.69,1.12,1
2,720,10/4/2003,60,16281.18,U,4.55,1,4.99,1.12,1
2,724,10/5/2003,60,18006.25,U,4.55,1,4.99,1.12,3
1,737,10/5/2003,60,11745,U,4.55,1,4.59,1.12,1
1,770,10/5/2003,60,18045.71,U,4.55,1,4.59,1.12,1
3,687,10/6/2003,60,20529.28,U,4.55,1,5.69,1.12,1
2,711,10/6/2003,60,19005,U,4.55,1,4.99,1.12,3
3,677,10/6/2003,60,45000,U,4.55,1,5.69,1.12,3
4,649,10/6/2003,60,11629.12,U,4.55,1,7.99,1.12,1
4,662,10/6/2003,60,37000,U,4.55,1,7.99,1.12,3
2,712,10/6/2003,60,21153.61,U,4.55,1,4.99,1.12,1
2,711,10/6/2003,60,10000,U,4.55,1,4.99,1.12,3
2,713,10/6/2003,60,8296.72,U,4.55,1,4.99,1.12,3
3,689,10/6/2003,60,21669.99,U,4.55,1,5.69,1.12,1
2,709,10/6/2003,60,21674.13,U,4.55,1,4.99,1.12,3
3,678,10/6/2003,60,23311.95,U,4.55,1,5.69,1.12,1
1,744,10/7/2003,60,11000,U,4.55,1,4.55,1.12,3
1,753,10/7/2003,60,20351,U,4.55,1,4.55,1.12,1
1,756,10/7/2003,60,23000,U,4.55,1,4.55,1.12,3
4,649,10/7/2003,60,6755.6,U,4.55,1,7.99,1.12,3
1,772,10/7/2003,60,22142.73,U,4.55,1,4.55,1.12,1
3,685,10/7/2003,60,10875,U,4.55,1,5.69,1.12,1
2,712,10/7/2003,60,15841.15,U,4.55,1,4.99,1.12,1
3,677,10/7/2003,60,12550.27,U,4.55,1,5.69,1.12,3
1,746,10/7/2003,60,15193.5,U,4.55,1,4.65,1.12,1
2,712,10/7/2003,60,15140.6,U,4.55,1,4.99,1.12,3
4,650,10/8/2003,60,28357.56,U,4.55,1,7.99,1.12,1
1,755,10/8/2003,60,16273,U,4.55,1,4.55,1.12,1
3,698,10/8/2003,60,21716,U,4.55,1,5.69,1.12,3
3,695,10/8/2003,60,31850,U,4.55,1,5.69,1.12,1
2,702,10/8/2003,60,25574.07,U,4.55,1,4.99,1.12,3
1,766,10/8/2003,60,23105.66,U,4.55,1,4.55,1.12,3
4,641,10/8/2003,60,15922.85,U,4.55,1,8.09,1.12,1
4,643,10/8/2003,60,9488,U,4.55,1,7.99,1.12,1
3,676,10/8/2003,60,12924.37,U,4.55,1,5.69,1.12,3
1,760,10/8/2003,60,17887.91,U,4.55,1,4.55,1.12,1
2,713,10/8/2003,60,64499,U,4.55,1,4.99,1.12,3
1,742,10/8/2003,60,13664,U,4.55,1,4.55,1.12,1
1,731,10/9/2003,60,26163.62,U,4.55,1,4.55,1.12,3
4,658,10/9/2003,60,9935.5,U,4.55,1,7.99,1.12,1
1,746,10/9/2003,60,17245,U,4.55,0,4.55,1.12,3
2,719,10/9/2003,60,19500,U,4.55,1,4.99,1.12,1
3,681,10/9/2003,60,31018,U,4.55,1,5.69,1.12,1
2,709,10/9/2003,60,6405.14,U,4.55,1,4.99,1.12,1
4,664,10/9/2003,60,15372.5,U,4.55,1,7.99,1.12,1
4,645,10/9/2003,60,11093.92,U,4.55,1,7.99,1.12,3
1,730,10/10/2003,60,8973.7,U,4.55,1,4.79,1.12,1
1,793,10/10/2003,60,8334.23,U,4.55,1,4.55,1.12,1
3,720,10/10/2003,60,16851.1,U,4.55,1,5.09,1.12,1
3,682,10/10/2003,60,14640.32,U,4.55,1,5.69,1.12,3
1,761,10/10/2003,60,11447.76,U,4.55,1,4.55,1.12,3
1,758,10/11/2003,60,15954.9,U,4.55,1,4.55,1.12,3
1,748,10/11/2003,60,11245.5,U,4.55,1,4.55,1.12,3
1,762,10/11/2003,60,15495,U,4.55,1,4.55,1.12,1
2,710,10/11/2003,60,14404,U,4.55,1,4.99,1.12,3
1,770,10/11/2003,60,11406.93,U,4.55,1,4.55,1.12,1
1,751,10/11/2003,60,8294,U,4.55,1,4.55,1.12,1
2,722,10/12/2003,60,25000,U,4.55,1,4.99,1.12,1
1,774,10/12/2003,60,19871,U,4.55,1,4.55,1.12,1
2,713,10/12/2003,60,24869.5,U,4.55,1,4.99,1.12,3
1,733,10/12/2003,60,20038,U,4.55,1,4.55,1.12,1
3,696,10/13/2003,60,16634.94,U,4.55,1,5.69,1.12,3
4,660,10/13/2003,60,19998.02,U,4.55,1,7.99,1.12,1
1,783,10/13/2003,60,15186,U,4.55,1,4.55,1.12,1
1,776,10/13/2003,60,15810,U,4.55,1,4.55,1.12,1
1,752,10/13/2003,60,18200,U,4.55,1,4.55,1.12,1
3,689,10/13/2003,60,19678.17,U,4.55,1,5.69,1.12,3
4,658,10/13/2003,60,21000,U,4.55,0,7.99,1.12,1
3,686,10/13/2003,60,26408.93,U,4.55,1,5.69,1.12,1
3,685,10/13/2003,60,22015.93,U,4.55,1,5.69,1.12,1
3,695,10/13/2003,60,25929.17,U,4.55,1,5.69,1.12,1
2,706,10/13/2003,60,18318.85,U,4.55,1,4.99,1.12,1
3,690,10/13/2003,60,6078,U,4.55,1,5.69,1.12,1
2,705,10/13/2003,60,17915.58,U,4.55,1,5.19,1.12,1
2,726,10/14/2003,60,20000,U,4.55,1,4.99,1.12,1
4,646,10/14/2003,60,15500,U,4.55,1,7.99,1.12,1
1,732,10/14/2003,60,13660,U,4.55,1,4.55,1.12,3
1,750,10/14/2003,60,19683,U,4.55,1,4.55,1.12,3
3,688,10/14/2003,60,16800,U,4.55,1,5.69,1.12,1
3,674,10/14/2003,60,32743.85,U,4.55,1,5.69,1.12,3
4,660,10/14/2003,60,15368,U,4.55,1,7.99,1.12,1
3,675,10/14/2003,60,10425,U,4.55,1,5.69,1.12,3
2,727,10/14/2003,60,14200.2,U,4.55,1,4.99,1.12,1
1,766,10/14/2003,60,7662.95,U,4.55,1,4.55,1.12,3
4,656,10/14/2003,60,13334.05,U,4.55,1,7.99,1.12,3
4,650,10/14/2003,60,9112,U,4.55,1,7.99,1.12,3
1,732,10/15/2003,60,31437,U,4.55,1,4.55,1.12,1
3,679,10/15/2003,60,13391.94,U,4.55,1,5.69,1.12,3
3,687,10/15/2003,60,15683.27,U,4.55,1,5.69,1.12,1
1,793,10/15/2003,60,45000,U,4.55,1,4.55,1.12,3
1,754,10/15/2003,60,31009.36,U,4.55,1,4.55,1.12,1
2,728,10/15/2003,60,12098.44,U,4.55,1,4.99,1.12,1
1,746,10/15/2003,60,8000,U,4.55,1,4.55,1.12,1
1,787,10/15/2003,60,18173.34,U,4.55,1,4.55,1.12,1
1,760,10/16/2003,60,11920.63,U,4.55,1,4.55,1.12,1
4,657,10/16/2003,60,19600,U,4.55,1,7.99,1.12,3
3,689,10/16/2003,60,22438.65,U,4.55,1,5.69,1.12,3
1,770,10/16/2003,60,16000,U,4.55,1,4.55,1.12,1
1,751,10/16/2003,60,14894.75,U,4.55,1,4.55,1.12,1
1,795,10/16/2003,60,9398.24,U,4.55,1,4.55,1.12,1
1,779,10/16/2003,60,12012,U,4.55,1,4.55,1.12,1
2,703,10/16/2003,60,19016.2,U,4.55,1,4.99,1.12,3
3,690,10/17/2003,60,49708.23,U,4.55,1,5.69,1.12,3
1,732,10/17/2003,60,10001,U,4.55,1,4.55,1.12,1
2,726,10/17/2003,60,21983.06,U,4.55,1,4.99,1.12,1
1,753,10/17/2003,60,10194.58,U,4.55,1,4.55,1.12,1
4,654,10/17/2003,60,9000,U,4.55,1,7.99,1.12,3
3,696,10/17/2003,60,10000,U,4.55,1,5.69,1.12,1
1,757,10/18/2003,60,10783.3,U,4.55,1,4.55,1.12,3
2,719,10/20/2003,60,27459.19,U,4.55,1,4.99,1.12,1
1,783,10/18/2003,60,14056.9,U,4.55,1,4.55,1.12,1
3,683,10/18/2003,60,17488,U,4.55,1,5.69,1.12,1
1,746,10/18/2003,60,14476.8,U,4.55,1,4.55,1.12,1
3,670,10/19/2003,60,5700,U,4.55,1,5.69,1.12,1
3,688,10/19/2003,60,12000,U,4.55,1,5.69,1.12,1
2,704,10/19/2003,60,18676,U,4.55,1,4.99,1.12,1
1,769,10/19/2003,60,25924.97,U,4.55,1,4.55,1.12,1
4,656,10/20/2003,60,16515.5,U,4.55,1,7.99,1.12,1
4,656,10/20/2003,60,24809.71,U,4.55,1,7.99,1.12,1
1,788,10/20/2003,60,7000,U,4.55,1,4.55,1.12,1
1,760,10/20/2003,60,22383.16,U,4.55,1,4.55,1.12,1
2,720,10/20/2003,60,12341.38,U,4.55,1,4.99,1.12,1
3,684,10/20/2003,60,12208.52,U,4.55,1,5.69,1.12,3
4,644,10/20/2003,60,16835,U,4.55,1,7.99,1.12,1
4,668,10/20/2003,60,19000,U,4.55,1,7.99,1.12,1
2,708,10/20/2003,60,30536.13,U,4.55,1,4.99,1.12,1
2,727,10/20/2003,60,19518.71,U,4.55,1,4.99,1.12,1
1,758,10/20/2003,60,22927.05,U,4.55,1,4.55,1.12,1
3,695,10/20/2003,60,21400,U,4.55,1,5.69,1.12,1
3,671,10/20/2003,60,24233.4,U,4.55,1,5.69,1.12,1
1,734,10/20/2003,60,26076,U,4.55,1,4.55,1.12,1
1,777,10/21/2003,60,16350.9,U,4.55,1,4.55,1.12,1
2,712,10/21/2003,60,14241.61,U,4.55,1,4.99,1.12,1
1,731,10/21/2003,60,28026.32,U,4.55,1,4.55,1.12,1
1,739,10/21/2003,60,11000,U,4.55,1,4.55,1.12,1
3,692,10/21/2003,60,25485.44,U,4.55,1,5.69,1.12,1
3,699,10/21/2003,60,23070.66,U,4.55,1,5.69,1.12,1
3,673,10/21/2003,60,11468.25,U,4.55,1,5.69,1.12,3
2,704,10/21/2003,60,25145.35,U,4.55,1,4.99,1.12,1
4,660,10/21/2003,60,14371.6,U,4.55,1,7.99,1.12,3
1,790,10/22/2003,60,17000,U,4.55,1,4.55,1.12,1
1,746,10/22/2003,60,12000,U,4.55,1,4.55,1.12,3
3,692,10/22/2003,60,20000,U,4.55,1,5.69,1.12,1
2,714,10/22/2003,60,17220.2,U,4.55,1,4.99,1.12,1
3,686,10/22/2003,60,28913.5,U,4.55,1,5.69,1.12,1
2,702,10/22/2003,60,14419.75,U,4.55,1,4.99,1.12,1
2,726,10/22/2003,60,36000,U,4.55,1,4.99,1.12,3
1,739,10/22/2003,60,30000,U,4.55,1,4.55,1.12,1
3,677,10/23/2003,60,18307.84,U,4.55,1,5.69,1.12,3
1,744,10/23/2003,60,12763.79,U,4.55,1,4.55,1.12,1
3,698,10/23/2003,60,11153.25,U,4.55,1,5.69,1.12,1
4,664,10/23/2003,60,12482,U,4.55,1,7.99,1.12,1
1,759,10/23/2003,60,18901.68,U,4.55,1,4.55,1.12,3
2,714,10/23/2003,60,7152.57,U,4.55,1,4.99,1.12,1
1,754,10/23/2003,60,16000,U,4.55,1,4.55,1.12,3
2,711,10/23/2003,60,25567.75,U,4.55,1,4.99,1.12,1
2,717,10/23/2003,60,12350,U,4.55,1,4.99,1.12,3
1,749,10/23/2003,60,11501.66,U,4.55,1,4.55,1.12,1
2,703,10/24/2003,60,29723.23,U,4.55,1,4.99,1.12,1
1,789,10/24/2003,60,14180.89,U,4.55,1,4.55,1.12,1
3,697,10/24/2003,60,45431.87,U,4.55,1,5.59,1.12,1
1,758,10/24/2003,60,18807.62,U,4.55,1,4.55,1.12,1
1,731,10/24/2003,60,9900,U,4.55,1,4.55,1.12,1
1,783,10/24/2003,60,18262.27,U,4.55,1,4.55,1.12,1
1,777,10/24/2003,60,40925,U,4.55,1,4.55,1.12,3
2,709,10/24/2003,60,17296.5,U,4.55,1,4.99,1.12,1
2,720,10/24/2003,60,6924.43,U,4.55,1,4.99,1.12,3
4,658,10/24/2003,60,22896.23,U,4.55,1,7.99,1.12,1
2,705,10/24/2003,60,16933.8,U,4.55,1,4.99,1.12,1
1,740,10/25/2003,60,19668.85,U,4.65,1,4.55,1.12,1
3,675,10/25/2003,60,17503.49,U,4.65,1,5.69,1.12,1
2,721,10/25/2003,60,12658.74,U,4.65,1,4.99,1.12,1
2,713,10/25/2003,60,9277.05,U,4.65,1,4.99,1.12,1
1,769,10/25/2003,60,10802.17,U,4.65,1,4.55,1.12,1
1,735,10/27/2003,60,15309.88,U,4.65,1,4.55,1.12,3
2,703,10/25/2003,60,23548.94,U,4.65,1,4.99,1.12,3
1,746,10/26/2003,60,17821.46,U,4.65,1,4.55,1.12,3
1,735,10/26/2003,60,30596,U,4.65,1,4.55,1.12,3
1,749,10/27/2003,60,17000,U,4.65,1,4.55,1.12,3
2,707,10/27/2003,60,17077.59,U,4.65,1,4.99,1.12,1
3,696,10/27/2003,60,23010,U,4.65,1,5.69,1.12,1
1,735,10/27/2003,60,13265.16,U,4.65,1,4.55,1.12,3
1,745,10/28/2003,60,17508.8,U,4.65,1,4.65,1.12,1
2,714,10/28/2003,60,14054.32,U,4.65,1,4.99,1.12,1
1,775,10/28/2003,60,30000,U,4.65,1,4.65,1.12,1
1,736,10/28/2003,60,17000,U,4.65,1,4.65,1.12,1
4,656,10/28/2003,60,21709.23,U,4.65,1,7.99,1.12,1
2,706,10/28/2003,60,16500,U,4.65,1,4.99,1.12,1
3,684,10/28/2003,60,20495,U,4.65,1,5.69,1.12,3
3,690,10/28/2003,60,24178.5,U,4.65,1,5.69,1.12,1
3,672,10/28/2003,60,22098.3,U,4.65,1,5.69,1.12,1
4,645,10/28/2003,60,19609.38,U,4.65,1,7.99,1.12,1
4,641,10/28/2003,60,9499.05,U,4.65,1,7.99,1.12,1
3,689,10/28/2003,60,15520.27,U,4.65,1,5.69,1.12,1
1,746,10/29/2003,60,21800,U,4.65,1,4.65,1.12,1
4,667,10/29/2003,60,14380.97,U,4.65,1,7.99,1.12,1
1,790,10/29/2003,60,19678.39,U,4.65,1,4.65,1.12,1
2,714,10/29/2003,60,16000,U,4.65,1,4.99,1.12,1
2,720,10/29/2003,60,19007,U,4.65,1,4.99,1.12,1
2,704,10/29/2003,60,9000,U,4.65,1,4.99,1.12,3
1,746,10/29/2003,60,19465.85,U,4.65,1,4.65,1.12,1
1,746,10/29/2003,60,13518.31,U,4.65,1,4.65,1.12,3
2,709,10/29/2003,60,18340.5,U,4.65,1,4.99,1.12,1
